0.121478,6,4,258,172,74.08749,252,254,14158.94238,8495.365234,0,0,24.2956,8.375,30.177547,11.830604,255,621772692,2202533631,255,0,0,0,43,43,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal
0.649902,14,38,734,42014,78.473372,62,252,8395.112305,503571.3125,2,17,49.915,15.432865,61.426934,1387.77833,255,1417884146,3077387971,255,0,0,0,52,1106,0,0,43,1,1,1,1,2,0,0,0,1,6,0,Normal
1.623129,8,16,364,13186,14.170161,62,252,1572.271851,60929.23047,1,6,231.875571,102.737203,17179.58686,11420.92623,255,2116150707,2963114973,255,0.111897,0.061458,0.050439,46,824,0,0,7,1,2,1,1,3,0,0,0,2,6,0,Normal
1.681642,12,12,628,770,13.677108,62,252,2740.178955,3358.62207,1,3,152.876547,90.235726,259.080172,4991.784669,255,1107119177,1047442890,255,0,0,0,52,64,0,0,1,1,2,1,1,3,1,1,0,2,1,0,Normal
0.449454,10,6,534,268,33.373826,254,252,8561.499023,3987.059814,2,1,47.750333,75.659602,2415.837634,115.807,255,2436137549,1977154190,255,0.128381,0.071147,0.057234,53,45,0,0,43,1,2,2,1,40,0,0,0,2,39,0,Normal
0.497636,10,6,2074,268,30.142514,254,252,30013.90625,3601.025635,2,1,49.544111,83.069602,2540.823927,112.737664,255,3752199860,1351947933,255,0.14499,0.082275,0.062715,207,45,0,0,11,1,1,1,1,4,0,0,0,1,2,0,Normal
0.546425,10,8,1168,1040,31.111315,254,252,15401.93164,13322.96289,2,2,60.713889,71.65757,3133.151417,109.403391,255,1648692252,4159782394,255,0.08489,0.043864,0.041026,117,130,1,109,6,1,1,1,1,2,0,0,1,1,8,0,Normal
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,Backdoor
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,Backdoor
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,5,4,4,8,0,0,0,13,8,0,Analysis
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,2,7,0,Backdoor
0.000003,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,Backdoor
0.000003,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,1,5,0,Backdoor
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,Analysis
0.000007,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,5,7,0,Analysis
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,5,7,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,Analysis
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,6,6,6,8,0,0,0,23,8,0,Analysis
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,8,2,6,6,6,8,0,0,0,23,8,0,Analysis
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,4,3,3,6,0,0,0,13,6,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,2,5,5,5,9,0,0,0,15,9,0,Analysis
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,7,0,0,0,10,6,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,Analysis
0.000007,2,0,200,0,142857.1409,254,0,114285712,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,Analysis
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,1,1,5,0,0,0,5,5,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,11,7,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,1,1,1,4,0,0,0,1,4,0,Backdoor
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Analysis
0.000003,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,9,5,0,Backdoor
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,3,3,3,6,0,0,0,11,6,0,Analysis
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,7,2,2,2,2,7,0,0,0,10,7,0,Backdoor
0.000006,2,0,200,0,166666.6608,254,0,133333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,1,1,1,5,0,0,0,15,5,0,Backdoor
0.000003,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,Analysis
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,6,2,2,2,2,6,0,0,0,10,6,0,Backdoor
0.000009,2,0,200,0,111111.1072,254,0,88888888,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2,2,1,1,1,2,0,0,0,2,2,0,Analysis
0.000003,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4,2,3,3,3,4,0,0,0,3,4,0,Backdoor
0.000001,2,0,200,0,1000000.003,254,0,800000000,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Analysis
0.000004,2,0,200,0,250000.0006,254,0,200000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,4,5,0,Analysis
0.000003,2,0,200,0,333333.3215,254,0,266666656,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,2,2,2,2,3,0,0,0,11,3,0,Backdoor
0.000008,2,0,200,0,125000.0003,254,0,100000000,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,100,0,0,0,9,2,4,3,3,10,0,0,0,4,9,0,Analysis
1.921773,10,8,610,354,8.845998,254,252,2285.389648,1290.474976,2,1,209.862778,261.373578,12551.30293,425.496719,255,1971713804,3066338173,255,0.181368,0.092155,0.089213,61,44,0,0,3,1,1,1,1,1,0,0,0,1,2,0,Fuzzers
0.000009,2,0,104,0,111111.1072,254,0,46222220,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,52,0,0,0,3,2,1,1,1,3,0,0,0,1,3,0,Fuzzers
1.031442,14,12,750,682,24.23791,254,252,5406.023438,4855.338379,4,4,79.265849,87.424094,4082.516857,110.041266,255,3209283019,1097709814,255,0.198004,0.069771,0.128233,54,57,0,0,4,1,1,1,1,4,1,1,0,1,4,0,Fuzzers
0.000006,2,0,104,0,166666.6608,254,0,69333328,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Fuzzers
0.832441,10,8,564,354,20.421868,254,252,4882.027832,2979.190186,2,1,90.360222,110.045141,6786.801342,156.347109,255,540354170,523658609,255,0.105836,0.062116,0.04372,56,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Reconnaissance
0.000004,2,0,392,0,250000.0006,254,0,392000000,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,196,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Shellcode
0.68952,10,8,564,354,24.654832,254,252,5893.955078,3596.704834,2,1,75.444444,96.77443,5886.36857,147.178422,255,2515992005,2195042695,255,0.062694,0.012089,0.050605,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance
0.193383,10,6,864,268,77.566283,254,252,32184.83594,9266.584961,2,1,19.142556,37.287801,1024.15899,61.725602,255,542287546,1908671016,255,0.053563,0.006935,0.046628,86,45,1,0,2,1,1,2,1,1,0,0,1,2,2,0,Reconnaissance
0.633506,10,8,564,354,26.834789,254,252,6415.093262,3914.722168,2,1,69.598444,89.381289,5441.77731,137.813687,255,945358452,4221501077,255,0.05278,0.007828,0.044952,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.669079,10,8,564,354,25.408061,254,252,6074.020996,3706.587646,2,1,72.355444,94.6,5703.87166,141.752922,255,1822971273,677869144,255,0.053324,0.006877,0.046447,56,44,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Reconnaissance
0.000007,2,0,168,0,142857.1409,254,0,96000000,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,84,0,0,0,1,2,2,1,1,1,0,0,0,1,1,0,Reconnaissance
0.182997,10,6,880,268,81.968555,254,252,34623.51953,9792.509766,2,1,18.640778,35.035199,993.999065,59.116027,255,748246080,877878008,255,0.053469,0.007812,0.045657,88,45,1,0,1,1,1,1,1,1,0,0,1,1,2,0,Reconnaissance
0.569211,20,0,1040,0,33.379537,254,0,13885.8877,0,0,0,29.958475,0,36.541867,0,0,0,0,0,0,0,0,52,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Fuzzers
